hit,seq1,seq2,S,N,t,kappa,omega,dN,dN_SE,dS,dS_SE
Os02t0632100-00_Os04t0307900-00,Os02t0632100-00,Os04t0307900-00,277.3,904.7,1.9972,2.1613,0.142,0.2753,0.0204,1.9393,0.3674
Os10t0528200-01_Os10t0529700-01,Os10t0528200-01,Os10t0529700-01,89.1,609.9,1.1286,2.1515,0.1488,0.2176,0.0212,1.4618,0.4364
Os07t0510900-01_Os04t0561900-01,Os07t0510900-01,Os04t0561900-01,167.1,1224.9,1.9982,1.3229,0.0608,0.2333,0.0156,3.8389,5.6303
Os04t0584600-02_Os01t0832300-00,Os04t0584600-02,Os01t0832300-00,392.0,1228.0,1.9582,1.6747,0.357,0.4546,0.025,1.2733,0.1555
Os05t0560100-01_Os01t0675000-01,Os05t0560100-01,Os01t0675000-01,397.0,1244.0,2.021,1.7987,0.1915,0.3333,0.0197,1.7402,0.4768
Os01t0327400-01_Os03t0369000-01,Os01t0327400-01,Os03t0369000-01,107.1,849.9,2.0852,0.9003,0.0972,0.3408,0.0241,3.5055,4.5227
Os04t0602500-01_Os01t0319000-02,Os04t0602500-01,Os01t0319000-02,294.6,956.4,4.2157,1.4206,0.123,0.5246,0.0316,4.2642,7.4573
Os09t0545250-00_Os12t0407750-00,Os09t0545250-00,Os12t0407750-00,81.2,305.8,2.873,2.0493,0.1019,0.3362,0.0403,3.2978,3.9491
Os02t0719600-01_Os11t0259700-01,Os02t0719600-01,Os11t0259700-01,233.6,879.4,3.4874,1.9114,0.094,0.3846,0.026,4.0903,6.6467
Os01t0114000-00_Os12t0190875-00,Os01t0114000-00,Os12t0190875-00,81.0,405.0,1.9021,1.3875,0.031,0.102,0.0168,3.2955,3.9433
Os05t0587000-01_Os11t0658800-01,Os05t0587000-01,Os11t0658800-01,351.5,953.5,2.2946,1.4821,0.4364,0.5674,0.0339,1.3003,0.1623
Os06t0708300-01_Os01t0106200-01,Os06t0708300-01,Os01t0106200-01,105.5,473.5,0.8578,1.7802,0.121,0.1231,0.0172,1.0168,0.2145
Os06t0666600-01_Os04t0486600-01,Os06t0666600-01,Os04t0486600-01,246.7,761.3,3.5613,1.5247,0.0564,0.2329,0.0198,4.1312,6.8288
Os02t0153900-01_Os02t0153400-00,Os02t0153900-01,Os02t0153400-00,867.0,2283.0,1.2258,2.6662,0.2639,0.2311,0.0115,0.876,0.0767
Os05t0585500-01_Os12t0133500-00,Os05t0585500-01,Os12t0133500-00,294.7,1310.3,3.0556,0.9623,0.0676,0.2883,0.0174,4.2646,7.459
Os06t0670400-00_Os06t0670500-01,Os06t0670400-00,Os06t0670500-01,396.9,1010.1,0.317,4.8264,0.3864,0.073,0.0089,0.1889,0.0255
Os04t0531100-01_Os02t0640000-01,Os04t0531100-01,Os02t0640000-01,103.3,325.7,0.689,1.3908,0.2077,0.1197,0.0204,0.5764,0.1162
Os11t0187500-02_Os03t0276500-01,Os11t0187500-02,Os03t0276500-01,154.2,1492.8,1.6849,1.9761,0.0607,0.2293,0.0141,3.7787,5.4115
Os09t0438700-01_Os06t0196900-03,Os09t0438700-01,Os06t0196900-03,205.4,523.6,1.5619,1.1264,0.1556,0.2058,0.0221,1.323,0.2422
Os01t0878400-01_Os11t0195600-01,Os01t0878400-01,Os11t0195600-01,194.8,1161.2,2.5908,2.1659,0.0873,0.3454,0.0209,3.9538,6.0735
Os01t0118000-01_Os01t0905800-01,Os01t0118000-01,Os01t0905800-01,215.9,846.1,3.4001,0.8048,0.0977,0.3938,0.027,4.0312,6.392
Os12t0143100-01_Os11t0145400-01,Os12t0143100-01,Os11t0145400-01,11.5,237.5,0.1649,2.0138,0.2742,0.049,0.0148,0.1787,0.1472
Os04t0554500-00_Os10t0349300-01,Os04t0554500-00,Os10t0349300-01,70.8,313.2,2.1789,1.9048,0.1535,0.3603,0.0414,2.3464,1.4227
Os07t0191200-01_Os02t0797300-01,Os07t0191200-01,Os02t0797300-01,555.1,2093.9,3.3496,1.3316,0.033,0.1562,0.0094,4.7393,10.2201
Os04t0616200-01_Os08t0200500-01,Os04t0616200-01,Os08t0200500-01,234.3,695.7,3.6169,1.4248,0.1856,0.5727,0.04,3.0853,1.7579
Os08t0240800-01_Os04t0604000-01,Os08t0240800-01,Os04t0604000-01,706.4,2125.6,0.9945,2.5338,0.1658,0.147,0.009,0.8867,0.0862
Os01t0760600-03_Os06t0548000-01,Os01t0760600-03,Os06t0548000-01,318.3,1052.7,4.2059,0.7997,0.12,0.5188,0.0301,4.3223,7.7499
Os02t0267200-00_Os05t0477600-01,Os02t0267200-00,Os05t0477600-01,86.8,651.2,1.3262,1.0126,0.1301,0.2475,0.0223,1.9023,0.627
Os01t0370200-00_Os01t0369700-01,Os01t0370200-00,Os01t0369700-01,99.5,551.5,2.4505,1.7077,0.0919,0.3252,0.029,3.5406,7.926
Os01t0923400-01_Os03t0104800-01,Os01t0923400-01,Os03t0104800-01,47.6,153.4,0.0608,2.106,99.0,0.0266,0.0134,-0.0,0.0
Os07t0539300-01_Os07t0539400-00,Os07t0539300-01,Os07t0539400-00,406.1,1141.9,1.5795,1.8319,0.1815,0.2412,0.0165,1.3286,0.2662
Os07t0663900-00_Os07t0664000-00,Os07t0663900-00,Os07t0664000-00,113.3,738.7,0.702,1.8763,0.2586,0.1694,0.0166,0.6551,0.1406
Os11t0637200-01_Os12t0514000-01,Os11t0637200-01,Os12t0514000-01,172.6,1243.4,2.0644,2.1571,0.064,0.2474,0.0161,3.8632,5.7212
Os01t0284500-01_Os01t0952000-02,Os01t0284500-01,Os01t0952000-02,79.6,562.4,0.9193,1.0253,0.1549,0.1828,0.0199,1.1801,0.3499
Os02t0702400-01_Os07t0634600-01,Os02t0702400-01,Os07t0634600-01,268.2,901.8,2.6345,1.0629,0.1574,0.3943,0.0261,2.5054,0.7712
Os01t0939500-00_Os07t0587400-01,Os01t0939500-00,Os07t0587400-01,267.5,1040.5,2.7826,1.1515,0.021,0.0882,0.0096,4.1919,7.1088
Os10t0458900-00_Os10t0459700-01,Os10t0458900-00,Os10t0459700-01,164.0,1342.0,2.1833,1.6179,0.0913,0.3494,0.0195,3.8248,5.5782
Os01t0580400-01_Os01t0102400-01,Os01t0580400-01,Os01t0102400-01,353.9,903.1,0.1584,8.3324,0.4816,0.0405,0.0069,0.0841,0.0167
Os04t0679050-00_Os04t0529800-01,Os04t0679050-00,Os04t0529800-01,338.2,978.8,4.0649,1.7197,0.0719,0.3139,0.0213,4.3677,7.9867
Os10t0578900-01_Os08t0161800-02,Os10t0578900-01,Os08t0161800-02,175.1,667.9,3.2214,1.4771,0.0443,0.1959,0.019,4.4211,11.9143
Os11t0704800-01_Os03t0116400-01,Os11t0704800-01,Os03t0116400-01,233.5,720.5,1.9999,1.6315,0.1703,0.3041,0.0242,1.7853,0.3298
Os09t0362500-01_Os02t0218200-01,Os09t0362500-01,Os02t0218200-01,670.9,1930.1,2.7984,1.7375,0.1184,0.3195,0.0153,2.6975,2.5312
Os03t0201500-01_Os03t0201901-00,Os03t0201500-01,Os03t0201901-00,181.5,1519.5,1.1205,2.0892,0.0948,0.185,0.0122,1.9521,4.3037
Os06t0598800-01_Os05t0574600-01,Os06t0598800-01,Os05t0574600-01,189.2,1358.8,1.8055,1.0476,0.0351,0.1381,0.0108,3.9322,5.9875
Os11t0625900-01_Os11t0628000-00,Os11t0625900-01,Os11t0628000-00,761.2,2232.8,0.6986,2.1364,0.284,0.1419,0.0086,0.4997,0.0387
Os01t0859200-03_Os12t0152100-01,Os01t0859200-03,Os12t0152100-01,239.7,783.3,3.7567,2.1809,0.0919,0.3779,0.0271,4.1095,6.7317
Os02t0604800-00_Os02t0604600-00,Os02t0604800-00,Os02t0604600-00,181.2,886.8,0.6454,1.163,0.4413,0.1771,0.0155,0.4013,0.0613
Os01t0803900-01_Os03t0223100-02,Os01t0803900-01,Os03t0223100-02,229.7,1336.3,2.7534,1.7814,0.0919,0.3746,0.0206,4.0776,6.5912
Os04t0691100-01_Os03t0610900-01,Os04t0691100-01,Os03t0610900-01,158.9,870.1,46.5289,0.9013,0.0027,0.267,0.0203,99.0,0.0
Os06t0234100-01_Os05t0147500-01,Os06t0234100-01,Os05t0147500-01,432.6,1253.4,4.0359,1.1338,0.127,0.4868,0.026,3.8325,21.8786
Os07t0541000-01_Os07t0541500-01,Os07t0541000-01,Os07t0541500-01,495.4,1424.6,1.5483,2.1419,0.2532,0.2931,0.0169,1.1573,0.1568
Os02t0536500-01_Os04t0415000-01,Os02t0536500-01,Os04t0415000-01,33.0,300.0,1.3411,2.1314,0.0794,0.2081,0.0296,2.6217,2.5573
Os05t0391300-00_Os12t0562166-00,Os05t0391300-00,Os12t0562166-00,103.8,523.2,0.0386,1.2759,0.5923,0.0116,0.0047,0.0195,0.0138
Os06t0178700-01_Os06t0178500-01,Os06t0178700-01,Os06t0178500-01,286.4,757.6,1.1939,3.0404,0.43,0.2918,0.0232,0.6787,0.0864
Os02t0249800-01_Os10t0400200-01,Os02t0249800-01,Os10t0400200-01,367.7,1105.3,1.5733,2.164,0.202,0.2641,0.0179,1.3071,0.1447
Os07t0168300-01_Os10t0528100-01,Os07t0168300-01,Os10t0528100-01,76.4,601.6,1.1901,1.4643,0.2535,0.2979,0.0262,1.1751,0.2693
Os05t0276500-01_Os04t0228400-01,Os05t0276500-01,Os04t0228400-01,106.9,655.1,2.2735,1.253,0.0884,0.3098,0.0257,3.5039,4.518
Os07t0686800-01_Os02t0833000-01,Os07t0686800-01,Os02t0833000-01,123.0,822.0,2.5384,1.0354,0.1199,0.4327,0.0293,3.6091,4.8407
Os01t0866200-00_Os05t0438700-01,Os01t0866200-00,Os05t0438700-01,165.8,335.2,0.404,0.6678,2.0357,0.1619,0.0242,0.0796,0.0229
Os08t0189200-01_Os08t0189850-01,Os08t0189200-01,Os08t0189850-01,174.8,494.2,1.2011,1.451,0.1616,0.17,0.0203,1.0519,0.2076
Os08t0560000-01_Os09t0570800-01,Os08t0560000-01,Os09t0570800-01,159.8,896.2,1.4616,0.8034,0.1341,0.2464,0.0191,1.8376,0.4258
Os06t0109801-00_Os02t0540000-01,Os06t0109801-00,Os02t0540000-01,132.5,287.5,0.0362,6.6965,99.0,0.0177,0.0079,-0.0,0.0
Os10t0495100-02_Os08t0107800-01,Os10t0495100-02,Os08t0107800-01,336.8,1046.2,1.0153,1.7491,0.4689,0.2653,0.0184,0.5657,0.063
Os04t0566500-03_Os02t0672200-01,Os04t0566500-03,Os02t0672200-01,793.4,2395.6,0.8103,2.2614,0.0867,0.0746,0.0058,0.8605,0.0731
Os03t0265100-01_Os01t0142300-01,Os03t0265100-01,Os01t0142300-01,298.4,943.6,1.7841,1.1688,0.0929,0.1777,0.0151,1.9133,0.7955
Os07t0541000-01_Os07t0541400-01,Os07t0541000-01,Os07t0541400-01,496.2,1567.8,1.4305,2.2319,0.3258,0.3184,0.017,0.9773,0.1103
Os09t0294300-01_Os01t0677500-00,Os09t0294300-01,Os01t0677500-00,247.4,787.6,1.1054,2.0464,0.2683,0.223,0.019,0.8313,0.1334
Os05t0426033-01_Os07t0223766-01,Os05t0426033-01,Os07t0223766-01,67.3,145.7,0.0716,2.5387,0.6874,0.0209,0.0121,0.0304,0.0216
Os12t0534200-01_Os11t0521500-01,Os12t0534200-01,Os11t0521500-01,96.3,317.7,3.2582,2.0018,0.1101,0.3772,0.0426,3.4254,4.292
Os07t0199000-01_Os07t0200500-00,Os07t0199000-01,Os07t0200500-00,348.8,932.2,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os11t0546600-00_Os03t0261100-01,Os11t0546600-00,Os03t0261100-01,54.1,380.9,2.0683,1.2705,0.1211,0.3625,0.0377,2.9927,3.2408
Os12t0169800-00_Os01t0808400-01,Os12t0169800-00,Os01t0808400-01,272.3,1233.7,2.9843,1.0637,0.068,0.2861,0.0178,4.2053,7.1718
Os06t0125400-00_Os06t0125500-03,Os06t0125400-00,Os06t0125500-03,588.3,1694.7,0.4347,2.2472,0.1687,0.0638,0.0063,0.3785,0.034
Os12t0125850-00_Os12t0126050-00,Os12t0125850-00,Os12t0126050-00,65.3,159.7,0.2898,7.1761,0.5723,0.0794,0.0233,0.1387,0.0524
Os07t0601600-00_Os11t0351555-02,Os07t0601600-00,Os11t0351555-02,157.3,1027.7,1.9116,1.4217,0.0406,0.1542,0.0133,3.7935,5.4646
Os08t0552333-00_Os11t0159900-00,Os08t0552333-00,Os11t0159900-00,188.9,507.1,1.4525,2.7416,0.3546,0.3241,0.0305,0.914,0.1744
Os05t0491100-01_Os01t0267900-01,Os05t0491100-01,Os01t0267900-01,72.8,374.2,1.0304,1.5269,0.0059,0.0121,0.0057,2.0455,2.1493
Os03t0102700-01_Os04t0552200-00,Os03t0102700-01,Os04t0552200-00,119.9,681.1,2.6825,1.3728,0.1168,0.4194,0.0314,3.5902,4.7809
Os01t0795200-01_Os02t0269600-00,Os01t0795200-01,Os02t0269600-00,542.0,1393.0,2.5543,1.8466,0.2122,0.4174,0.0219,1.9669,0.2722
Os05t0456300-01_Os01t0847700-01,Os05t0456300-01,Os01t0847700-01,214.1,715.9,3.1856,2.2982,0.0437,0.1758,0.0172,4.0248,6.3651
Os03t0202500-01_Os09t0506700-00,Os03t0202500-01,Os09t0506700-00,365.0,1006.0,0.8399,2.9401,0.5179,0.2244,0.0169,0.4332,0.0481
Os02t0327000-01_Os07t0108500-01,Os02t0327000-01,Os07t0108500-01,130.3,352.7,2.2477,2.2529,0.2406,0.4047,0.0428,1.6822,0.388
Os09t0119100-01_Os08t0313600-00,Os09t0119100-01,Os08t0313600-00,208.6,583.4,1.591,2.1894,0.2702,0.3099,0.0274,1.1467,0.2707
Os01t0681200-02_Os11t0558300-01,Os01t0681200-02,Os11t0558300-01,501.0,1464.0,1.9463,1.7851,0.2276,0.3478,0.0187,1.5282,0.1633
Os06t0662850-00_Os04t0329200-00,Os06t0662850-00,Os04t0329200-00,71.2,279.8,0.5831,1.4,0.1108,0.0739,0.0169,0.6674,0.2098
Os09t0298100-00_Os06t0326400-01,Os09t0298100-00,Os06t0326400-01,476.2,1374.8,1.9008,1.8627,0.1411,0.2469,0.0153,1.75,0.3843
Os03t0838450-00_Os01t0831250-00,Os03t0838450-00,Os01t0831250-00,224.5,669.5,0.8789,0.6441,0.6991,0.2644,0.0232,0.3782,0.052
Os02t0500700-00_Os10t0167250-00,Os02t0500700-00,Os10t0167250-00,160.0,440.0,2.1592,2.7519,0.2068,0.3558,0.0349,1.7205,0.3672
Os05t0277100-00_Os03t0155566-00,Os05t0277100-00,Os03t0155566-00,197.3,372.7,1.2489,1.2215,1.3048,0.4529,0.0456,0.3471,0.0522
Os08t0537600-01_Os09t0510700-01,Os08t0537600-01,Os09t0510700-01,587.1,1899.9,1.025,2.147,0.1423,0.141,0.0093,0.9909,0.1116
Os03t0417700-01_Os03t0134500-00,Os03t0417700-01,Os03t0134500-00,242.4,1278.6,2.9242,1.2355,0.092,0.3788,0.0213,4.118,6.7695
Os05t0113300-01_Os05t0276100-01,Os05t0113300-01,Os05t0276100-01,280.1,2068.9,2.3402,1.794,0.0742,0.3136,0.0146,4.2263,7.2723
Os12t0562400-00_Os05t0127200-02,Os12t0562400-00,Os05t0127200-02,375.1,1382.9,3.8411,1.4376,0.0949,0.4219,0.0221,4.4454,8.4084
Os07t0622000-01_Os02t0551100-01,Os07t0622000-01,Os02t0551100-01,201.2,815.8,2.8639,1.1802,0.0524,0.2087,0.0179,3.9784,6.173
Os08t0103300-01_Os05t0437900-01,Os08t0103300-01,Os05t0437900-01,324.8,992.2,2.7443,1.6165,0.0636,0.1976,0.0157,3.1052,1.5326
Os01t0374000-01_Os05t0148900-01,Os01t0374000-01,Os05t0148900-01,137.0,457.0,3.474,1.9124,0.108,0.3986,0.0369,3.6902,5.1054
Os10t0528300-01_Os10t0527400-01,Os10t0528300-01,Os10t0527400-01,112.8,598.2,0.9181,3.3988,0.2293,0.1996,0.0205,0.8705,0.1903
Os02t0220600-02_Os02t0220500-01,Os02t0220600-02,Os02t0220500-01,286.5,955.5,0.1335,1.6964,0.2037,0.0234,0.005,0.1148,0.0218
Os09t0527600-01_Os05t0564400-02,Os09t0527600-01,Os05t0564400-02,111.0,540.0,2.7444,1.3354,0.1067,0.3768,0.0325,3.5322,4.6025
Os05t0456300-01_Os01t0847600-01,Os05t0456300-01,Os01t0847600-01,223.2,706.8,2.7086,2.1283,0.0571,0.1819,0.0177,3.1862,2.0565
Os02t0559500-00_Os02t0560700-00,Os02t0559500-00,Os02t0560700-00,39.2,287.8,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os04t0691100-01_Os03t0390200-01,Os04t0691100-01,Os03t0390200-01,169.2,856.8,49.6125,1.0313,0.0025,0.2488,0.0195,99.0,0.0
Os02t0761000-01_Os03t0186600-01,Os02t0761000-01,Os03t0186600-01,151.4,526.6,1.8905,1.7163,0.1886,0.3215,0.0296,1.7041,0.3699
Os09t0353400-00_Os09t0354300-00,Os09t0353400-00,Os09t0354300-00,124.4,439.6,0.6209,1.358,0.4865,0.1679,0.0214,0.3451,0.0656
Os06t0662600-00_Os04t0328900-00,Os06t0662600-00,Os04t0328900-00,82.2,268.8,0.5811,4.4547,0.1842,0.0951,0.0198,0.5163,0.1409
Os02t0242550-00_Os02t0242900-00,Os02t0242550-00,Os02t0242900-00,193.3,943.7,1.1325,1.5191,0.1581,0.1981,0.0161,1.2531,0.3948
Os05t0228400-01_Os01t0230200-01,Os05t0228400-01,Os01t0230200-01,273.2,830.8,1.4146,1.502,0.3161,0.3071,0.0227,0.9715,0.1455
Os07t0677200-01_Os04t0651000-01,Os07t0677200-01,Os04t0651000-01,146.9,795.1,2.5288,1.8084,0.0821,0.3073,0.0233,3.7423,5.2832
Os02t0650300-01_Os04t0524900-00,Os02t0650300-01,Os04t0524900-00,482.2,1527.8,2.2765,1.4602,0.2274,0.4181,0.0209,1.8385,0.2454
Os05t0161200-01_Os05t0161800-01,Os05t0161200-01,Os05t0161800-01,387.3,1289.7,3.64,2.225,0.0527,0.2357,0.0154,4.4693,8.5432
Os05t0333500-02_Os05t0334000-01,Os05t0333500-02,Os05t0334000-01,379.3,961.7,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os09t0297300-00_Os04t0452700-01,Os09t0297300-00,Os04t0452700-01,202.9,1339.1,2.4702,1.7165,0.0864,0.3444,0.0194,3.9846,6.1983
Os07t0663900-00_Os07t0663700-01,Os07t0663900-00,Os07t0663700-01,123.4,734.6,1.0647,2.3352,0.1717,0.2095,0.0189,1.2205,0.3852
Os02t0185200-01_Os06t0671300-01,Os02t0185200-01,Os06t0671300-01,282.2,809.8,1.5404,1.7203,0.3688,0.356,0.0256,0.9654,0.1227
Os03t0861300-01_Os07t0448800-01,Os03t0861300-01,Os07t0448800-01,121.0,701.0,2.0999,2.1028,0.0556,0.1999,0.0188,3.5969,4.802
Os01t0629600-01_Os05t0582800-01,Os01t0629600-01,Os05t0582800-01,175.4,1147.6,1.9809,1.6758,0.0887,0.2796,0.0182,3.1514,2.2163
Os01t0249100-00_Os10t0535900-00,Os01t0249100-00,Os10t0535900-00,83.8,567.2,1.3843,1.1528,0.3398,0.3691,0.0314,1.0862,0.2299
Os12t0625000-01_Os06t0564700-01,Os12t0625000-01,Os06t0564700-01,260.7,759.3,2.559,1.3532,0.2784,0.5132,0.035,1.843,0.3356
Os01t0743500-01_Os01t0723400-04,Os01t0743500-01,Os01t0723400-04,459.9,1295.1,1.5945,1.6614,0.1177,0.1793,0.0129,1.5234,0.2941
Os02t0744200-01_Os04t0228400-01,Os02t0744200-01,Os04t0228400-01,101.9,675.1,2.2331,1.1926,0.096,0.3331,0.0267,3.4682,4.4138
Os04t0201900-00_Os04t0202300-00,Os04t0201900-00,Os04t0202300-00,518.1,1530.9,1.54,1.7463,0.1687,0.2286,0.0138,1.3547,0.229
Os12t0583500-01_Os03t0205700-01,Os12t0583500-01,Os03t0205700-01,390.9,1406.1,2.5824,1.9115,0.1308,0.3521,0.0193,2.6907,0.8123
Os09t0564700-00_Os09t0564400-00,Os09t0564700-00,Os09t0564400-00,172.1,799.9,1.2626,1.8038,0.2649,0.2822,0.0219,1.0652,0.2339
Os04t0560100-01_Os01t0854800-01,Os04t0560100-01,Os01t0854800-01,215.5,1359.5,2.2843,0.8092,0.0604,0.2433,0.0153,4.0298,6.3862
Os11t0232100-01_Os01t0878300-01,Os11t0232100-01,Os01t0878300-01,641.3,2220.7,4.102,1.4196,0.0747,0.3623,0.0156,4.8476,10.9827
Os06t0513050-01_Os06t0513862-01,Os06t0513050-01,Os06t0513862-01,42.0,93.0,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os10t0332733-00_Os08t0437566-00,Os10t0332733-00,Os08t0437566-00,149.4,513.6,0.0367,4.6,99.0,0.0158,0.0056,-0.0,0.0
Os04t0692400-01_Os01t0883900-01,Os04t0692400-01,Os01t0883900-01,506.5,1515.5,2.1278,1.8284,0.1235,0.2553,0.0149,2.0675,0.8433
Os05t0516800-01_Os09t0327100-01,Os05t0516800-01,Os09t0327100-01,133.1,508.9,1.3713,1.8285,0.1003,0.1598,0.0193,1.5936,0.3436
Os03t0268000-01_Os08t0455600-01,Os03t0268000-01,Os08t0455600-01,188.5,723.5,61.771,1.6065,0.0016,0.1568,0.016,99.0,0.0
Os12t0158300-01_Os11t0156300-01,Os12t0158300-01,Os11t0156300-01,168.7,809.3,1.5624,1.3568,0.3125,0.3775,0.0266,1.208,0.2518
Os07t0639600-01_Os03t0367900-02,Os07t0639600-01,Os03t0367900-02,187.0,470.0,1.1243,3.6297,0.1444,0.1395,0.0187,0.9659,0.1991
Os03t0780600-01_Os05t0413200-01,Os03t0780600-01,Os05t0413200-01,173.5,1158.5,1.6134,0.7262,0.0102,0.0393,0.0059,3.867,5.7356
Os06t0202900-01_Os03t0364400-02,Os06t0202900-01,Os03t0364400-02,161.3,1038.7,2.3764,1.0239,0.0848,0.3232,0.0211,3.8124,5.5328
Os08t0552800-00_Os08t0552900-00,Os08t0552800-00,Os08t0552900-00,182.0,541.0,0.61,2.2797,0.325,0.1335,0.0169,0.4109,0.0688
Os06t0226500-01_Os02t0747900-01,Os06t0226500-01,Os02t0747900-01,23.6,237.4,0.4816,1.8136,0.0347,0.0456,0.0142,1.316,0.6437
Os07t0142200-01_Os07t0142300-01,Os07t0142200-01,Os07t0142300-01,139.3,367.7,0.2582,5.0435,0.2558,0.0478,0.0117,0.187,0.0406
Os10t0527400-01_Os10t0531400-01,Os10t0527400-01,Os10t0531400-01,96.9,602.1,1.4894,1.8243,0.1657,0.2924,0.0258,1.7647,0.572
Os05t0237400-01_Os08t0491200-01,Os05t0237400-01,Os08t0491200-01,352.4,1297.6,3.8908,1.3193,0.1033,0.4544,0.0242,4.3987,8.1521
Os10t0332733-00_Os07t0486300-00,Os10t0332733-00,Os07t0486300-00,161.0,502.0,0.2004,6.1961,0.1152,0.0233,0.0069,0.2024,0.0422
Os05t0420200-01_Os01t0886000-01,Os05t0420200-01,Os01t0886000-01,255.0,780.0,1.475,1.3843,0.2807,0.3014,0.0232,1.0736,0.1827
Os08t0501500-00_Os02t0807800-01,Os08t0501500-00,Os02t0807800-01,564.5,1646.5,2.333,1.6477,0.2434,0.4336,0.0207,1.7814,0.2111
Os02t0831500-01_Os03t0401300-01,Os02t0831500-01,Os03t0401300-01,492.8,1931.2,3.726,1.1971,0.0801,0.3724,0.0171,4.6501,9.6318
Os02t0153900-01_Os02t0154200-01,Os02t0153900-01,Os02t0154200-01,878.7,2265.3,1.0441,2.8552,0.3752,0.2375,0.0117,0.633,0.0458
Os01t0172400-02_Os08t0401800-00,Os01t0172400-02,Os08t0401800-00,447.2,1850.8,3.6057,1.8392,0.0844,0.3863,0.0179,4.5773,9.1774
Os05t0329100-02_Os07t0219300-01,Os05t0329100-02,Os07t0219300-01,120.4,329.6,0.2099,1.7541,1.4781,0.0766,0.0159,0.0518,0.0215
Os08t0515700-01_Os09t0493400-01,Os08t0515700-01,Os09t0493400-01,414.1,1169.9,1.5152,2.1414,0.1782,0.229,0.0158,1.2852,0.2308
Os10t0439986-00_Os02t0570800-00,Os10t0439986-00,Os02t0570800-00,258.4,641.6,0.8878,1.3945,0.8364,0.2802,0.0244,0.335,0.0467
Os02t0112900-00_Os08t0205900-01,Os02t0112900-00,Os08t0205900-01,350.2,1095.8,0.9251,1.9414,0.2076,0.1603,0.0132,0.7718,0.0918
Os06t0500700-01_Os02t0185300-01,Os06t0500700-01,Os02t0185300-01,332.6,1173.4,3.4833,1.5227,0.1012,0.392,0.0227,3.8747,43.7923
Os04t0272700-04_Os04t0271700-01,Os04t0272700-04,Os04t0271700-01,231.0,1203.0,2.184,1.2608,0.1318,0.3532,0.0208,2.6796,1.0415
Os07t0124900-01_Os01t0382400-01,Os07t0124900-01,Os01t0382400-01,60.2,434.8,2.0977,1.5252,0.1204,0.3702,0.0358,3.0738,3.415
Os11t0620100-01_Os07t0615400-01,Os11t0620100-01,Os07t0615400-01,313.2,940.8,1.4548,1.4676,0.1486,0.1995,0.0162,1.3423,0.2508
Os10t0138100-01_Os03t0790700-01,Os10t0138100-01,Os03t0790700-01,932.2,3075.8,0.368,1.6074,0.2232,0.0678,0.0049,0.3038,0.0219
Os07t0202000-00_Os02t0803900-01,Os07t0202000-00,Os02t0803900-01,230.2,1203.8,1.8098,1.6707,0.1651,0.333,0.02,2.0167,0.6769
Os06t0215750-00_Os06t0215533-00,Os06t0215750-00,Os06t0215533-00,220.1,457.9,0.3458,2.1679,1.5121,0.1295,0.0181,0.0857,0.0209
Os01t0571000-02_Os01t0708900-01,Os01t0571000-02,Os01t0708900-01,286.6,724.4,1.8575,2.2098,0.1387,0.2243,0.0199,1.6171,0.2411
Os02t0796500-03_Os06t0183100-01,Os02t0796500-03,Os06t0183100-01,529.3,1486.7,1.3874,2.7076,0.2498,0.2586,0.0153,1.0351,0.1326
Os04t0474900-01_Os03t0212800-01,Os04t0474900-01,Os03t0212800-01,328.8,1174.2,3.8076,1.5778,0.0937,0.4073,0.0234,4.3467,7.8758
Os07t0161600-01_Os08t0540400-01,Os07t0161600-01,Os08t0540400-01,314.4,1293.6,3.6743,1.4985,0.1099,0.4742,0.0251,4.313,7.7023
Os06t0662600-00_Os04t0317400-00,Os06t0662600-00,Os04t0317400-00,80.2,270.8,0.364,5.3353,0.1713,0.0576,0.0151,0.3364,0.0916
Os02t0834000-01_Os02t0742200-01,Os02t0834000-01,Os02t0742200-01,148.4,442.6,1.4261,1.8271,0.0782,0.1201,0.0175,1.5351,0.3025
Os02t0268050-00_Os03t0156000-00,Os02t0268050-00,Os03t0156000-00,116.5,618.5,2.3325,1.4332,0.0706,0.2519,0.0231,3.5683,4.7129
Os01t0749400-02_Os08t0445700-01,Os01t0749400-02,Os08t0445700-01,548.4,1908.6,3.0301,1.9557,0.1314,0.408,0.0183,3.1052,1.1795
Os08t0450200-01_Os09t0433700-01,Os08t0450200-01,Os09t0433700-01,160.1,1642.9,1.5084,1.8038,0.0475,0.1808,0.0115,3.8069,5.513
Os02t0106900-01_Os10t0516200-00,Os02t0106900-01,Os10t0516200-00,168.9,893.1,2.569,0.9518,0.1235,0.4024,0.0267,3.2574,2.5968
Os03t0772600-01_Os07t0131500-00,Os03t0772600-01,Os07t0131500-00,369.3,1031.7,2.3003,2.1987,0.1902,0.3613,0.0229,1.8994,0.3027
Os02t0529400-01_Os11t0175400-01,Os02t0529400-01,Os11t0175400-01,364.9,1276.1,3.9694,0.991,0.0986,0.4362,0.0237,4.4247,8.2941
Os02t0241100-01_Os06t0544100-01,Os02t0241100-01,Os06t0544100-01,365.2,1545.8,1.5077,1.6718,0.1543,0.2455,0.0144,1.5907,0.373
