pair	dS	dN	t	kappa	omega	dN_SE	dS_SE
OB06G16010.1_OB10G16880.1	3.8464	0.2394	2.3680	1.4729	0.0622	0.0182	5.6583
OB06G16010.1_OB10G17280.1	4.2252	0.4826	4.0006	1.1323	0.1142	0.0296	7.2670
OB06G16010.1_OB10G18400.1	3.8928	0.4106	2.8392	0.7081	0.1055	0.0259	5.8341
OB06G16010.1_OB11G11090.1	4.0653	0.3590	3.5115	1.3239	0.0883	0.0257	6.5375
OB06G16020.1_OB09G25330.1	2.5359	0.2384	1.4118	2.6193	0.0940	0.0348	2.4228
OB06G16200.1_OB02G41180.1	0.7414	0.3445	1.2268	0.7700	0.4646	0.0473	0.2959
OB06G16300.1_OB12G18580.1	3.3905	0.3680	2.9557	1.4931	0.1086	0.0393	4.1951
OB06G16380.1_OB01G43090.1	3.7161	0.3992	2.4456	1.8759	0.1074	0.0251	5.1931
OB06G16380.1_OB02G40790.1	1.5502	0.1421	1.0121	1.4994	0.0916	0.0135	0.5951
OB06G16380.1_OB05G24190.1	3.6772	0.3769	2.3098	1.7032	0.1025	0.0240	5.0620
OB06G16380.1_OB10G14400.1	4.1146	0.3214	3.4860	2.3600	0.0781	0.0233	6.7544
OB06G16390.1_OB02G40780.1	0.5849	0.1297	0.7816	2.9597	0.2218	0.0182	0.0929
OB06G16430.1_OB12G11130.1	4.3015	0.2302	3.1432	1.6649	0.0535	0.0155	7.6438
OB06G16430.1_OB12G11140.1	1.7144	0.2203	1.6387	3.2701	0.1285	0.0151	0.2487
OB06G16480.1_OB06G16490.1	0.3350	0.0885	0.3891	3.2879	0.2642	0.0089	0.0489
OB06G16570.1_OB02G40580.1	4.1778	0.3688	3.6971	2.0380	0.0883	0.0249	7.0427
OB06G16570.1_OB06G16580.1	1.1036	0.2029	0.9483	1.8822	0.1838	0.0138	0.1834
OB06G16570.1_OB06G16590.1	1.7402	0.2140	1.2805	1.5788	0.1230	0.0152	0.6705
OB06G16580.1_OB02G40580.1	4.1549	0.3247	3.4879	1.5087	0.0782	0.0225	6.9367
OB06G16580.1_OB06G16590.1	1.0012	0.2731	1.1313	1.6335	0.2728	0.0175	0.1718
OB06G16660.1_OB11G24920.1	1.7680	0.3694	2.1943	1.6380	0.2089	0.0253	0.5052
OB06G16770.1_OB06G16780.1	1.2641	0.1892	1.3843	2.3972	0.1497	0.0131	0.2061
OB06G16820.1_OB02G28330.1	4.1267	0.2335	3.3453	2.4280	0.0566	0.0190	6.8085
OB06G16820.1_OB04G21030.1	4.2170	0.2637	3.7787	2.3220	0.0625	0.0207	7.2276
OB06G16820.1_OB04G21040.1	3.9173	0.2738	2.8512	1.7743	0.0699	0.0213	5.9291
OB06G16820.1_OB06G16850.1	0.4412	0.0680	0.3502	2.4872	0.1541	0.0087	0.0738
OB06G16850.1_OB02G28330.1	4.1088	0.2420	3.2908	1.8297	0.0589	0.0193	6.7283
OB06G16850.1_OB04G21030.1	4.2115	0.2520	3.7270	2.0532	0.0598	0.0201	7.2016
OB06G16850.1_OB04G21040.1	3.9411	0.2940	2.9544	1.9924	0.0746	0.0223	6.0231
OB06G17040.1_OB02G40280.1	0.7345	0.2619	1.1796	2.6252	0.3565	0.0226	0.0927
OB06G17040.1_OB08G25330.1	1.7535	0.4198	2.2144	1.6326	0.2394	0.0305	0.3219
OB06G17070.1_OB03G16510.1	2.3263	0.3208	2.5283	1.5138	0.1379	0.0223	0.5589
OB06G17080.1_OB03G16520.1	1.0644	0.2765	1.4212	1.8874	0.2598	0.0302	0.2393
OB06G17080.1_OB07G28080.1	2.4451	0.2949	2.4005	1.2812	0.1206	0.0315	1.0429
OB06G17080.1_OB09G19810.1	3.6732	0.2531	3.2770	3.8081	0.0689	0.0288	5.0489
OB06G17190.1_OB02G40110.1	1.3243	0.1142	1.1000	0.8500	0.0862	0.0164	0.4408
OB06G17250.1_OB06G17240.1	3.6098	0.3111	2.5321	1.3865	0.0862	0.0262	4.8430
OB06G17260.1_OB02G29220.1	3.8434	0.4076	2.4811	1.6503	0.1061	0.0230	5.6471
OB06G17260.1_OB02G29230.1	3.5999	0.4167	2.4627	1.1786	0.1158	0.0282	4.8116
OB06G17260.1_OB02G39980.1	3.9779	0.3505	2.5873	1.4608	0.0881	0.0205	6.1710
OB06G17260.1_OB02G39990.1	3.9153	0.4060	2.5791	1.4565	0.1037	0.0226	5.9211
OB06G17260.1_OB04G15980.1	3.8894	0.4183	2.5556	1.5231	0.1075	0.0231	5.8211
OB06G17260.1_OB04G21780.1	3.8884	0.4272	2.5660	1.2295	0.1099	0.0234	5.8173
OB06G17260.1_OB08G14280.1	3.6650	0.2711	2.0765	1.6448	0.0740	0.0197	5.0217
OB06G17280.1_OB02G40030.1	3.8248	0.3332	2.8232	1.6351	0.0871	0.0249	5.5784
OB06G17370.1_OB02G34000.1	3.9617	0.3493	3.5962	1.8328	0.0882	0.0283	6.1053
OB06G17370.1_OB02G39760.1	1.3495	0.1498	1.0294	1.9128	0.1110	0.0157	0.3055
OB06G17370.1_OB03G28930.1	3.5043	0.2176	1.9264	1.6199	0.0621	0.0195	4.5193
OB06G17370.1_OB04G28100.1	3.9750	0.3820	3.6540	1.5660	0.0961	0.0297	6.1592
OB06G17370.1_OB07G20540.1	3.9902	0.4030	3.7645	2.4084	0.1010	0.0312	6.2214
OB06G17370.1_OB07G28260.1	3.6515	0.2414	2.2925	1.3597	0.0661	0.0209	4.9774
OB06G17370.1_OB08G21990.1	3.5721	0.1816	1.9726	2.3972	0.0508	0.0176	4.7245
OB06G17370.1_OB09G15220.1	3.5247	0.2107	1.9423	2.2358	0.0598	0.0192	4.5800
OB06G17410.1_OB01G43720.1	4.4470	0.4412	4.1703	1.4686	0.0992	0.0245	8.4178
OB06G17410.1_OB02G39680.1	2.0718	0.2054	1.5834	1.8820	0.0992	0.0142	0.4457
OB06G17410.1_OB05G28370.1	4.3963	0.4431	3.9598	1.0823	0.1008	0.0244	8.1393
OB06G17540.1_OB06G17650.1	1.4676	0.4691	2.0784	1.6703	0.3196	0.0302	0.2843
OB06G17570.1_OB02G39450.1	1.3883	0.0640	0.5653	1.3288	0.0461	0.0170	0.6225
OB06G17570.1_OB04G33830.1	2.4890	0.2791	1.5390	0.7765	0.1121	0.0405	2.3524
OB06G17570.1_OB10G17210.1	1.9387	0.1657	1.0527	1.2333	0.0855	0.0292	1.2114
OB06G17570.1_OB10G17240.1	2.2971	0.2367	1.2165	2.6096	0.1030	0.0358	2.0877
OB06G17570.1_OB11G24670.1	2.5938	0.4008	2.0031	2.1489	0.1545	0.0525	2.5127
OB06G17610.1_OB02G39500.1	0.9359	0.1404	1.0220	1.7437	0.1500	0.0087	0.0890
OB06G17680.1_OB07G28550.1	2.5058	0.3090	2.3258	1.5863	0.1233	0.0268	0.9936
OB06G17710.1_OB02G39360.1	2.1415	0.1342	1.4776	2.8561	0.0627	0.0123	0.5333
OB06G17740.1_OB12G15120.1	2.2438	0.3309	2.0340	1.6675	0.1475	0.0205	0.6051
OB06G17820.1_OB02G27500.1	5.1352	0.3147	4.0985	1.6456	0.0613	0.0115	13.2968
OB06G17930.1_OB02G39210.1	1.0085	0.1848	1.1612	2.3957	0.1832	0.0102	0.1086
OB06G18070.1_OB06G18050.1	1.7303	0.2852	1.4289	2.7431	0.1649	0.0182	0.8799
OB06G18130.1_OB07G29680.1	4.6317	0.3196	3.9082	2.2666	0.0690	0.0168	9.5150
OB06G18440.1_OB02G37530.1	3.0284	0.3192	2.6227	1.5684	0.1054	0.0226	1.6537
OB06G18440.1_OB06G18450.1	0.4965	0.1443	0.7095	2.7857	0.2907	0.0144	0.0624
OB06G18440.1_OB06G18470.1	1.5113	0.3836	1.9485	1.3322	0.2538	0.0275	0.2314
OB06G18450.1_OB02G37530.1	2.9156	0.3023	2.3899	1.5483	0.1037	0.0217	1.4968
OB06G18450.1_OB06G18470.1	1.4416	0.3910	1.9512	2.0069	0.2712	0.0281	0.2067
OB06G18480.1_OB10G21580.1	0.0638	0.0308	0.1170	4.6000	0.4830	0.0179	0.0457
OB06G18610.1_OB08G22700.1	1.9398	0.2146	1.9374	1.4977	0.1106	0.0126	0.5683
OB06G18620.1_OB01G17610.1	4.1772	0.3556	2.8319	1.1421	0.0851	0.0191	7.0399
OB06G18620.1_OB01G17620.1	4.1186	0.3169	2.5861	1.1241	0.0769	0.0176	6.7722
OB06G18620.1_OB02G13400.1	1.9935	0.2734	1.4756	1.4417	0.1371	0.0164	0.4663
OB06G18620.1_OB02G38850.1	3.9049	0.1331	1.7051	2.6970	0.0341	0.0105	5.8807
OB06G18650.1_OB06G18670.1	0.1516	0.0998	0.3338	2.8675	0.6584	0.0124	0.0308
OB06G18650.1_OB06G18690.1	0.2248	0.1191	0.4220	2.5769	0.5299	0.0124	0.0374
OB06G18670.1_OB06G18690.1	0.1924	0.1590	0.5005	4.6055	0.8265	0.0166	0.0349
OB06G18790.1_OB04G21130.1	4.6857	0.3474	4.1475	2.1991	0.0741	0.0176	9.8627
OB06G18830.1_OB02G38680.1	0.8661	0.1120	0.8931	1.7732	0.1294	0.0097	0.1022
OB06G18830.1_OB12G27050.1	2.7427	0.1924	2.3061	1.1143	0.0701	0.0134	0.8720
OB06G18880.1_OB06G18900.1	1.6496	0.2848	1.4284	2.6782	0.1727	0.0221	0.4217
OB06G18880.1_OB07G12380.1	2.5941	0.3801	2.1243	1.4239	0.1465	0.0261	1.1645
OB06G18880.1_OB07G27180.1	2.3318	0.3343	1.7569	1.6063	0.1434	0.0245	0.9394
OB06G18880.1_OB08G16840.1	2.6093	0.4367	2.4181	1.4602	0.1674	0.0295	1.1139
OB06G18880.1_OB08G16870.1	3.8402	0.4304	2.9846	1.3376	0.1121	0.0288	5.6351
OB06G18880.1_OB08G16880.1	3.7055	0.3815	2.7149	1.1236	0.1029	0.0279	5.1569
OB06G18900.1_OB07G12380.1	3.6498	0.3013	2.3249	2.0136	0.0826	0.0230	4.9717
OB06G18900.1_OB07G27180.1	3.4069	0.2999	1.9455	3.0302	0.0880	0.0237	4.2403
OB06G18900.1_OB08G16840.1	3.7558	0.3718	2.7586	2.0625	0.0990	0.0270	5.3306
OB06G18900.1_OB08G16870.1	3.7336	0.3702	2.6964	1.9034	0.0992	0.0268	5.2533
OB06G18900.1_OB08G16880.1	3.5565	0.3901	2.5200	2.1514	0.1097	0.0295	4.6766
OB06G18920.1_OB02G21710.1	4.3329	0.3638	3.2378	1.7897	0.0840	0.0192	7.8043
OB06G18920.1_OB02G21720.1	4.5357	0.3935	4.0303	2.5320	0.0867	0.0208	8.9280
OB06G18920.1_OB02G32900.1	4.3789	0.3229	3.2439	1.7200	0.0737	0.0175	8.0461
OB06G18920.1_OB04G26730.1	4.0694	0.2595	2.1928	2.4626	0.0638	0.0146	6.5555
OB06G18920.1_OB04G26750.1	4.1680	0.2698	2.4309	1.8092	0.0647	0.0150	6.9972
OB06G18920.1_OB07G11600.1	4.4958	0.3691	3.8126	2.4829	0.0821	0.0197	8.6947
OB06G18920.1_OB07G11650.1	4.4094	0.3797	3.5244	2.5749	0.0861	0.0201	8.2102
OB06G18920.1_OB07G11680.1	4.6148	0.4320	4.4729	2.6600	0.0936	0.0227	9.4089
OB06G18920.1_OB07G11690.1	4.5806	0.4003	4.2492	2.2913	0.0874	0.0213	9.1976
OB06G18920.1_OB07G11720.1	4.5296	0.4046	4.0516	2.1772	0.0893	0.0213	8.8914
OB06G18920.1_OB07G25530.1	4.1741	0.3170	2.8032	2.0898	0.0760	0.0181	7.0252
OB06G18920.1_OB09G11860.1	4.5524	0.3582	4.0739	2.3291	0.0787	0.0197	9.0272
OB06G18920.1_OB09G11870.1	4.5937	0.3959	4.3127	2.4999	0.0862	0.0212	9.2778
OB06G18920.1_OB12G21220.1	4.3550	0.3392	3.1854	1.8826	0.0779	0.0180	7.9197
OB06G18920.1_OB12G21250.1	4.4457	0.2999	3.3768	1.7298	0.0675	0.0166	8.4101
OB06G19060.1_OB01G22900.1	3.8314	0.2877	2.0844	0.9710	0.0751	0.0176	5.6025
OB06G19060.1_OB02G38490.1	1.2610	0.0504	0.5319	1.8804	0.0400	0.0074	0.2515
OB06G19060.1_OB08G11230.1	3.8120	0.3325	2.1659	1.1081	0.0872	0.0194	5.5313
OB06G19060.1_OB09G23950.1	4.0928	0.4313	3.2807	1.2106	0.1054	0.0257	6.6579
OB06G19130.1_OB08G22860.1	3.5121	0.4186	2.4585	0.9682	0.1192	0.0307	4.5425
OB06G19190.1_OB01G28030.1	3.6276	0.3013	2.1229	1.5764	0.0831	0.0215	4.8997
OB06G19190.1_OB02G17330.1	3.7325	0.4163	2.5243	1.5339	0.1115	0.0259	5.2494
OB06G19190.1_OB02G38390.1	3.2006	0.1946	1.7341	1.3893	0.0608	0.0156	2.6101
OB06G19190.1_OB05G33690.1	99.0000	0.4238	37.9452	1.2860	0.0043	0.0262	0.0000
OB06G19190.1_OB06G19200.1	2.0518	0.2053	1.3648	1.5885	0.1000	0.0161	1.0919
OB06G19190.1_OB06G19260.1	3.7248	0.3450	2.4960	1.5479	0.0926	0.0243	5.2230
OB06G19190.1_OB06G27800.1	99.0000	0.4494	41.3013	1.8693	0.0045	0.0276	0.0000
OB06G19190.1_OB10G17880.1	99.0000	0.4210	35.3337	1.5393	0.0043	0.0289	0.0000
OB06G19190.1_OB11G24010.1	3.5307	0.3831	2.3002	1.7129	0.1085	0.0271	4.5981
OB06G19260.1_OB01G28030.1	99.0000	0.2560	29.3490	2.2577	0.0026	0.0184	0.0000
OB06G19260.1_OB02G17330.1	3.6108	0.3391	2.0957	1.6328	0.0939	0.0222	4.8462
OB06G19260.1_OB02G38390.1	3.5809	0.2218	1.7496	1.8733	0.0619	0.0169	4.7520
OB06G19260.1_OB06G19200.1	3.1696	0.2323	1.7692	1.6584	0.0733	0.0176	2.5974
OB06G19260.1_OB06G27800.1	3.6917	0.3435	2.2665	1.5416	0.0931	0.0226	5.1106
OB06G19260.1_OB11G24010.1	3.5113	0.3016	1.9062	1.7665	0.0859	0.0212	4.5401
OB06G19400.1_OB02G19830.1	2.7961	0.4446	2.1358	1.5980	0.1590	0.0478	2.8570
OB06G19400.1_OB02G19860.1	2.9360	0.5366	2.5716	1.5885	0.1828	0.0555	3.1254
OB06G19400.1_OB02G38340.1	0.9169	0.3716	1.3397	1.5345	0.4052	0.0406	0.3086
OB06G19400.1_OB03G38530.1	2.9559	0.5634	2.6234	1.2522	0.1906	0.0561	3.1649
OB06G19400.1_OB04G15520.1	2.8963	0.5504	2.5732	1.1467	0.1900	0.0576	3.0461
OB06G19400.1_OB04G19680.1	1.7893	0.4690	1.9555	1.5001	0.2621	0.0485	0.6841
OB06G19510.1_OB02G38250.1	0.6899	0.1425	0.8403	1.7678	0.2065	0.0130	0.0793
OB06G19530.1_OB07G31790.1	2.3988	0.3839	2.6672	1.7924	0.1601	0.0188	0.4662
OB06G19570.1_OB01G17840.1	0.0757	0.0206	0.1073	1.7387	0.2724	0.0120	0.0388
OB06G19570.1_OB01G20180.1	0.0459	0.0593	0.1681	1.4013	1.2931	0.0213	0.0329
OB06G19850.1_OB01G44460.1	4.3852	0.4557	4.4170	1.9633	0.1039	0.0278	8.0795
OB06G19850.1_OB02G38030.1	2.2827	0.1599	2.1417	2.1016	0.0701	0.0139	1.8126
OB06G19850.1_OB06G29680.1	1.4625	0.2369	1.7418	1.7850	0.1620	0.0179	0.2515
OB06G19880.1_OB03G43110.1	3.2708	0.3660	2.6894	1.3510	0.1119	0.0396	3.8804
OB06G19880.1_OB03G46040.1	3.2962	0.5102	3.1549	2.3164	0.1548	0.0528	3.9451
OB06G19880.1_OB05G10980.1	3.2593	0.3622	2.6946	2.6764	0.1111	0.0403	3.8514
OB06G19880.1_OB07G20490.1	2.0626	0.2064	1.1372	2.3428	0.1001	0.0306	1.7422
OB06G20010.1_OB01G14170.1	4.1689	0.2743	3.4408	1.5181	0.0658	0.0203	7.0014
OB06G20190.1_OB06G20180.1	1.2289	0.3303	1.5931	2.5037	0.2688	0.0215	0.2168
OB06G20190.1_OB06G20200.1	4.1666	0.4387	3.4682	2.1169	0.1053	0.0258	6.9905
OB06G20190.1_OB06G20240.1	2.1168	0.4276	2.2743	1.7903	0.2020	0.0253	0.7633
OB06G20200.1_OB06G20180.1	3.2399	0.3725	2.7206	1.5883	0.1150	0.0225	2.0653
OB06G20240.1_OB06G20180.1	1.9322	0.3922	2.0647	1.6027	0.2030	0.0234	0.3839
OB06G20240.1_OB06G20200.1	0.3684	0.0752	0.3617	2.0728	0.2042	0.0082	0.0538
OB06G20390.1_OB06G20350.1	4.7084	0.3946	4.4295	3.4253	0.0838	0.0183	144.4089
OB06G20390.1_OB06G20420.1	0.7283	0.2569	1.1678	2.3674	0.3527	0.0138	0.0642
OB06G20420.1_OB06G20350.1	1.3930	0.3594	1.8720	3.1876	0.2580	0.0174	0.1247
OB06G20490.1_OB08G26100.1	2.4975	0.3484	2.6003	1.9461	0.1395	0.0149	1.7830
OB06G20840.1_OB01G25890.1	2.2205	0.4385	1.9374	1.5348	0.1975	0.0290	0.8257
OB06G20840.1_OB02G14020.1	3.6590	0.3724	2.4590	1.5846	0.1018	0.0260	5.0020
OB06G20840.1_OB03G32330.1	3.6584	0.3778	2.4674	2.1975	0.1033	0.0263	4.9998
OB06G20840.1_OB06G32690.1	3.4959	0.3638	2.1137	1.4061	0.1041	0.0250	4.4945
OB06G20840.1_OB07G10340.1	3.4837	0.2330	1.7430	1.4203	0.0669	0.0186	4.4586
OB06G20840.1_OB07G22790.1	3.6390	0.3792	2.4255	1.3201	0.1042	0.0261	4.9366
OB06G20860.1_OB11G16190.1	3.3001	0.3809	2.3201	1.1588	0.1154	0.0334	3.9550
OB06G20900.1_OB01G36050.1	2.8563	0.5888	3.6118	2.8967	0.2061	0.0317	3.8126
OB06G20900.1_OB06G28630.1	2.0833	0.2722	2.1247	1.6268	0.1306	0.0168	0.3617
OB06G20920.1_OB07G14990.1	0.2297	0.1286	0.4376	1.3699	0.5600	0.0176	0.0555
OB06G21010.1_OB08G10950.1	3.8066	0.3271	2.9561	1.7641	0.0859	0.0262	5.5118
OB06G21130.1_OB01G50270.1	3.5019	0.3027	2.4725	1.6265	0.0864	0.0279	4.5121
OB06G21130.1_OB02G37490.1	2.7374	0.2178	1.6211	1.6418	0.0796	0.0206	5.0534
OB06G21190.1_OB08G26710.1	1.4415	0.0494	0.8590	1.0778	0.0343	0.0131	0.5125
OB06G21270.1_OB02G37370.1	1.7364	0.2033	1.7853	1.5806	0.1171	0.0291	0.4625
OB06G21280.1_OB01G26860.1	2.7098	0.5366	3.1893	1.6637	0.1980	0.0299	0.8699
OB06G21280.1_OB03G38150.1	4.2716	0.4509	3.9130	1.3824	0.1056	0.0270	7.4940
OB06G21280.1_OB03G38160.1	4.3546	0.4956	4.0831	1.2116	0.1138	0.0276	7.9176
OB06G21280.1_OB04G23210.1	1.6279	0.3080	1.8445	1.6345	0.1892	0.0193	0.2209
OB06G21280.1_OB07G30120.1	2.6771	0.5290	3.3571	3.6962	0.1976	0.0303	3.0700
OB06G21280.1_OB09G21330.1	4.2730	0.3726	3.4663	1.2441	0.0872	0.0218	7.5006
OB06G21280.1_OB12G18560.1	3.2991	0.4969	3.4052	1.5807	0.1506	0.0278	1.9464
OB06G21420.1_OB06G24000.1	0.1151	0.0284	0.1277	5.1039	0.2467	0.0066	0.0320
OB06G21470.1_OB01G18360.1	1.5693	0.3521	1.9431	1.2867	0.2243	0.0186	0.1754
OB06G21470.1_OB02G20600.1	0.7690	0.2347	1.1263	2.0304	0.3052	0.0149	0.0770
OB06G21680.1_OB02G20880.1	3.2327	0.2371	1.4995	1.5750	0.0734	0.0199	3.7853
OB06G21720.1_OB10G21700.1	0.1465	0.0104	0.0474	4.6000	0.0713	0.0052	0.1129
OB06G21770.1_OB04G14460.1	4.1965	0.4567	3.1300	1.2944	0.1088	0.0230	7.1302
OB06G21770.1_OB07G25290.1	4.9080	0.1973	2.4771	1.7840	0.0402	0.0133	75.6723
OB06G21770.1_OB08G15950.1	1.5052	0.1853	1.1693	1.6571	0.1231	0.0123	0.4223
OB06G21890.1_OB01G18730.1	3.4474	0.3918	3.3940	1.9162	0.1136	0.0222	2.1734
OB06G21890.1_OB05G35350.1	4.4682	0.3559	3.9175	1.7999	0.0797	0.0203	8.5369
OB06G22130.1_OB02G22070.1	1.5797	0.2725	1.8124	1.5222	0.1725	0.0202	0.3843
OB06G22370.1_OB02G12640.1	4.3648	0.3144	3.6401	1.9129	0.0720	0.0194	7.9713
OB06G22370.1_OB05G33530.1	4.4582	0.3205	3.7069	1.3456	0.0719	0.0184	8.4801
OB06G22440.1_OB06G22470.1	0.0885	0.0119	0.0716	2.6338	0.1346	0.0045	0.0305
OB06G22620.1_OB06G22630.1	0.1215	0.0984	0.3156	1.2509	0.8100	0.0251	0.0445
OB06G22750.1_OB05G18240.1	1.1834	0.2741	1.4635	1.7494	0.2316	0.0279	0.2680
OB06G22930.1_OB03G45100.1	3.8344	0.3309	2.7669	1.2365	0.0863	0.0241	5.6139
OB06G22930.1_OB05G11250.1	4.1769	0.4687	3.8675	1.2392	0.1122	0.0294	7.0383
OB06G22930.1_OB05G11270.1	4.0351	0.4555	3.8488	1.4583	0.1129	0.0325	6.4085
OB06G22930.1_OB05G14510.1	4.0641	0.2801	2.7717	1.1856	0.0689	0.0186	6.5325
OB06G22930.1_OB07G15120.1	3.8688	0.3548	2.9274	1.4050	0.0917	0.0255	5.7424
OB06G22930.1_OB07G25380.1	4.1304	0.4061	3.5303	1.3342	0.0983	0.0260	6.8251
OB06G23070.1_OB06G23100.1	2.8676	0.3182	2.8297	2.6386	0.1110	0.0260	1.3642
OB06G23140.1_OB01G34720.1	99.0000	0.3442	42.6999	1.0694	0.0035	0.0512	-nan
OB06G23230.1_OB06G23200.1	1.2643	0.2832	1.5491	1.6573	0.2240	0.0150	0.1138
OB06G23230.1_OB11G17780.1	1.8388	0.3020	1.9311	1.3114	0.1643	0.0156	0.2431
OB06G23360.1_OB05G15310.1	4.0977	0.4426	3.1170	1.5698	0.1080	0.0245	6.6792
OB06G23360.1_OB10G24310.1	3.1677	0.5023	3.3096	1.9572	0.1586	0.0277	1.6291
OB06G23390.1_OB04G12330.1	2.4007	0.2534	1.8823	2.1367	0.1055	0.0164	0.6825
OB06G23440.1_OB05G10060.1	5.0454	0.2684	4.2168	1.4861	0.0532	0.0116	12.5264
OB06G23440.1_OB06G26420.1	5.0318	0.3578	4.2906	1.1842	0.0711	0.0139	12.4132
OB06G23550.1_OB01G10690.1	4.6207	0.2564	3.4002	1.8300	0.0555	0.0134	9.4456
OB06G23610.1_OB01G36000.1	1.5084	0.4625	2.2327	1.7270	0.3066	0.0272	0.2125
OB06G23610.1_OB10G13610.1	1.3929	0.2109	1.4102	2.1742	0.1514	0.0153	0.2126
OB06G23690.1_OB01G26670.1	1.9017	0.5750	2.9106	2.1191	0.3024	0.0348	0.2936
OB06G23690.1_OB01G36000.1	1.7861	0.4773	2.4822	2.2386	0.2673	0.0286	0.3272
OB06G23690.1_OB04G17050.1	1.2084	0.2479	1.3289	1.7624	0.2051	0.0172	0.1790
OB06G23690.1_OB06G23610.1	0.3151	0.0810	0.3868	2.6748	0.2570	0.0090	0.0413
OB06G23690.1_OB06G34610.1	1.8800	0.4064	2.4682	2.4764	0.2162	0.0256	0.2882
OB06G23690.1_OB10G13610.1	1.8454	0.2290	1.6969	2.3988	0.1241	0.0165	0.4915
OB06G23690.1_OB10G15210.1	1.4535	0.2825	1.6203	1.6835	0.1943	0.0190	0.2641
OB06G23760.1_OB04G15770.1	1.3559	0.1498	1.3574	2.0557	0.1105	0.0144	0.3102
OB06G23760.1_OB05G11660.1	1.1763	0.3022	1.5660	1.8303	0.2569	0.0223	0.2147
OB06G23760.1_OB09G10770.1	3.5623	0.3530	3.4662	2.2919	0.0991	0.0252	20.0567
OB06G23780.1_OB01G10860.1	1.6416	0.2597	1.4714	1.8000	0.1582	0.0281	0.8490
OB06G23780.1_OB01G17510.1	1.6494	0.4033	1.8005	2.1511	0.2445	0.0383	0.8965
OB06G23780.1_OB02G18690.1	1.2679	0.4277	1.7915	1.9505	0.3373	0.0414	0.2899
OB06G23780.1_OB02G26860.1	1.6989	0.3996	1.9012	1.8377	0.2352	0.0386	0.5889
OB06G23780.1_OB02G30600.1	3.6733	0.4835	3.9499	1.6453	0.1316	0.0470	5.0491
OB06G23780.1_OB04G18900.1	1.8493	0.3858	1.9025	2.0978	0.2086	0.0373	0.5854
OB06G23780.1_OB06G13480.1	2.1177	0.4243	2.3150	2.1294	0.2004	0.0410	0.7942
OB06G23780.1_OB09G22840.1	3.4540	0.5544	4.1595	2.3224	0.1605	0.0538	3.5833
OB06G23780.1_OB12G16210.1	1.2303	0.4129	1.6683	1.5007	0.3356	0.0391	0.3078
OB06G23880.1_OB02G15760.1	1.6349	0.4855	2.3701	1.6134	0.2969	0.0278	0.2109
OB06G23880.1_OB02G15910.1	4.2048	0.4323	4.0059	1.8294	0.1028	0.0285	7.1694
OB06G23880.1_OB02G24200.1	3.0164	0.4655	3.2308	2.0067	0.1543	0.0271	1.3385
OB06G23880.1_OB08G21530.1	1.5865	0.5282	2.4308	2.1703	0.3329	0.0336	0.3176
OB06G23890.1_OB01G29970.1	4.1902	0.4395	3.3410	1.8720	0.1049	0.0244	7.1007
OB06G23890.1_OB02G15750.1	2.1424	0.4410	2.4907	1.4481	0.2059	0.0249	0.9980
OB06G23890.1_OB02G15760.1	2.0237	0.4332	2.3956	1.5324	0.2141	0.0248	0.7726
OB06G23890.1_OB02G15770.1	2.2297	0.4051	2.3977	1.3055	0.1817	0.0232	1.1198
OB06G23890.1_OB02G15790.1	1.8226	0.4356	2.2142	1.4795	0.2390	0.0246	0.5425
OB06G23890.1_OB02G15910.1	4.0061	0.3976	3.1704	1.5080	0.0992	0.0257	6.2868
OB06G23890.1_OB02G15930.1	4.0954	0.4763	3.4040	1.6478	0.1163	0.0278	6.6691
OB06G23890.1_OB02G24200.1	4.1712	0.4115	3.3251	1.4066	0.0986	0.0238	7.0120
OB06G23890.1_OB06G23880.1	1.6168	0.3122	1.9429	1.8746	0.1931	0.0199	0.2082
OB06G23890.1_OB06G30060.1	1.7992	0.4140	2.1839	1.9187	0.2301	0.0243	0.4058
OB06G23890.1_OB06G30070.1	1.5482	0.3983	1.9011	1.5391	0.2573	0.0246	0.2449
OB06G23890.1_OB08G21530.1	2.6229	0.4326	2.6547	2.1840	0.1649	0.0276	2.3683
OB06G23890.1_OB12G18050.1	4.3103	0.4038	3.6493	1.9462	0.0937	0.0230	7.6885
OB06G24010.1_OB10G14190.1	0.0858	0.0428	0.1603	3.2752	0.4985	0.0086	0.0219
OB06G24010.1_OB12G14420.1	0.9564	0.2612	1.2640	1.2462	0.2731	0.0265	0.1735
OB06G24060.1_OB01G39050.1	3.8450	0.4099	3.5167	1.0886	0.1066	0.0331	5.6529
OB06G24060.1_OB05G19900.1	2.4392	0.5872	3.0777	1.4436	0.2407	0.0450	0.8698
OB06G24060.1_OB05G30970.1	2.4048	0.4066	2.6652	1.5191	0.1691	0.0337	0.8297
OB06G24320.1_OB02G32140.1	0.8642	0.0585	0.9532	6.5035	0.0677	0.0095	0.1178
OB06G24330.1_OB02G20110.1	0.9894	0.0470	0.8036	1.2975	0.0476	0.0120	0.2699
OB06G24330.1_OB09G12570.1	3.3477	0.1318	2.2815	0.5243	0.0394	0.0206	4.0797
OB06G24350.1_OB06G24340.1	0.3005	0.0378	0.2648	4.7860	0.1259	0.0102	0.0768
OB06G24400.1_OB10G17090.1	1.4530	0.1315	1.4080	2.1211	0.0905	0.0106	0.2987
